"","latitude","longitude","count"
"4513",-73.9199866,40.8658136,35
"4514",-73.914002,40.691737,59
"4515",-73.9617361,40.7641964,916
"4516",-73.9080316,40.8369709,27
"4517",-74.0105844,40.7086236,21
"4518",-73.737165,40.708857,523
"4519",-73.9617361,40.7641964,916
"4520",-74.001068,40.7391446,130
"4521",-73.9437182,40.6748621,73
"4522",-73.9846895,40.7666208,119
"4523",-73.9815219,40.767848,6
"4524",-73.9755775,40.6224668,161
"4525",-73.9050863,40.8327501,1987
"4526",-73.9841274,40.5907914,56
"4527",-73.9870435,40.7421612,1162
"4528",-74.0059728,40.7127753,1471
"4529",-73.9605343,40.8124199,2408
"4530",-73.9835014,40.776056,16
"4531",-74.0079584,40.7403074,116
"4532",-74.0078129,40.7317894,165
"4533",-73.949845,40.6768827,108
"4534",-73.9184363,40.8089269,16
"4535",-73.912438,40.8326306,16
"4536",-73.9978453,40.7255525,119
"4537",-73.9540605,40.7754782,63
"4538",-74.0004098,40.7413924,58
"4539",-73.9656177,40.7744146,1143
"4540",-73.8838344,40.7458043,57
"4541",-73.9992756,40.6281485,248
"4542",-73.9841978,40.7672935,189
"4543",-73.8875995,40.8749674,9
"4544",-73.7192092,40.7494341,14
"4545",-73.9195263,40.7688467,198
"4546",-73.863572,40.828049,30
"4547",-74.0893236,40.5851367,50
"4548",-73.939393,40.8043256,543
"4549",-73.9687461,40.7582569,135
"4550",-73.737165,40.708857,523
"4551",-73.9104517,40.8431023,13
"4552",-73.9189152,40.6349533,280
"4553",-73.839515,40.7672943,121
"4554",-73.7926121,40.7430227,82
"4555",-73.9770378,40.7477533,156
"4556",-73.8224239,40.8242882,5
"4557",-73.9656177,40.7744146,1143
"4558",-73.8961789,40.6579899,1009
"4559",-73.859039,40.7067924,406
"4560",-73.9655044,40.7619245,73
"4561",-73.9297884,40.7986223,13
"4562",87.8549755,22.9867569,668
"4563",-74.0018946,40.7194006,71
"4564",-73.9817546,40.7407369,95
"4565",-73.9842392,40.6707241,26
"4566",-73.839515,40.7672943,121
"4567",-73.9883005,40.7183659,64
"4568",-73.9738728,40.7530423,95
"4569",-73.9605343,40.8124199,2408
"4570",-74.0059728,40.7127753,1471
"4571",-73.9651719,40.7993298,19
"4572",-74.0106902,40.7132006,66
"4573",-73.9605343,40.8124199,2408
"4574",-73.9562105,40.8134463,667
"4575",-73.9878811,40.6059991,194
"4576",-73.9562105,40.8134463,667
"4577",-73.8893802,40.8534729,88
"4578",-73.9634803,40.6717905,498
"4579",-74.0052283,40.7174345,68
"4580",-73.9164179,40.8389705,19
"4581",-73.9398044,40.5839224,78
"4582",-73.9784186,40.7247037,67
"4583",-73.9898099,40.718962,131
"4584",-73.8324837,40.7122443,6
"4585",-73.8168074,40.7134862,96
"4586",-73.9047654,40.6761271,1203
"4587",-73.9860293,40.7226415,212
"4588",-73.9972835,40.7194008,83
"4589",-73.7929673,40.7201385,17
"4590",-73.7532127,40.5952173,66
"4591",-74.0078129,40.7317894,165
"4592",-73.939393,40.8043256,543
"4593",-73.856869,40.7263259,20
"4594",-73.9090917,40.693161,28
"4595",-73.9530889,40.8109791,205
"4596",-73.8499172,40.827097,147
"4597",-73.9878811,40.6059991,194
"4598",-73.9927978,40.742903,672
"4599",-73.9614962,40.6022975,2
"4600",-73.8829568,40.8719367,101
"4601",-73.9968779,40.640646,104
"4602",-73.9234276,40.8068246,203
"4603",-73.9900696,40.7517748,840
"4604",-73.942804,40.7941401,35
"4605",-73.827804,40.685891,32
"4606",-73.7390612,40.7073529,352
"4607",-73.9946697,40.7527053,146
"4608",-73.992079,40.754091,208
"4609",-73.8646474,40.8585752,35
"4610",-73.9656177,40.7744146,1143
"4611",-73.8661047,40.7429973,32
"4612",-73.9572593,40.6083667,55
"4613",-73.9980082,40.7475915,131
"4614",-73.962014,40.767812,56
"4615",-73.9485659,40.6414369,752
"4616",-73.992079,40.754091,208
"4617",-73.9900696,40.7517748,840
"4618",-73.9113453,40.8589612,11
"4619",-73.9846895,40.7666208,119
"4620",-73.8990005,40.8654309,337
"4621",-74.008299,40.626361,76
"4622",-73.9605343,40.8124199,2408
"4623",-73.977844,40.7464842,58
"4624",-73.9272431,40.8596026,212
"4625",-73.7903995,40.7401437,603
"4626",-74.0019973,40.635538,44
"4627",-74.1343373,40.5956107,26
"4628",-73.9605343,40.8124199,2408
"4629",-73.9656177,40.7744146,1143
"4630",-73.9890522,40.7187313,86
"4631",-73.9617361,40.7641964,916
"4632",-73.9605343,40.8124199,2408
"4633",-73.867268,40.827554,21
"4634",-73.9047654,40.6761271,1203
"4635",-73.9614289,40.577555,85
"4636",-73.9122927,40.8537474,39
"4637",-73.9835429,40.7260554,218
"4638",-73.9047654,40.6761271,1203
"4639",-73.9464253,40.6485711,46
"4640",-73.9870435,40.7421612,1162
"4641",-73.9634803,40.6717905,498
"4642",-73.9918028,40.756402,165
"4643",-74.0101429,40.7033283,118
"4644",-73.9798979,40.7796002,139
"4645",-73.9630088,40.5757195,7
"4646",-73.9870435,40.7421612,1162
"4647",-73.9772115,40.7540446,65
"4648",-73.994619,40.69412,44
"4649",-73.8801257,40.7501911,458
"4650",-73.9279172,40.6281798,19
"4651",-73.7867873,40.7157908,13
"4652",-73.9980082,40.7475915,131
"4653",-73.9033274,40.6418832,571
"4654",-73.9605343,40.8124199,2408
"4655",-73.9901731,40.7582759,303
"4656",-73.873036,40.7340415,933
"4657",-74.0052283,40.7174345,68
"4658",-73.9600777,40.7733428,967
"4659",-73.9863372,40.7362057,123
"4660",-73.9770378,40.7477533,156
"4661",-73.7987303,40.7218148,16
"4662",-73.9122188,40.7673223,300
"4663",-73.762016,40.5953475,4
"4664",-73.9287949,40.6258071,31
"4665",-73.9965256,40.6810643,237
"4666",-73.9765611,40.7483573,88
"4667",87.8549755,22.9867569,668
"4668",-73.9156133,40.8325254,12
"4669",-73.9870435,40.7421612,1162
"4670",-73.9235048,40.6238069,4
"4671",-73.917648,40.683259,39
"4672",-73.8458992,40.7205676,213
"4673",-73.9656177,40.7744146,1143
"4674",-74.0095475,40.7134022,114
"4675",-74.0735971,40.6248714,1
"4676",-73.9675776,40.7668879,66
"4677",-73.9434736,40.7576753,40
"4678",-74.0164979,40.6460947,56
"4679",-73.9605343,40.8124199,2408
"4680",-74.1072426,40.6127543,292
"4681",-73.9863372,40.7362057,123
"4682",-73.9050863,40.8327501,1987
"4683",-73.8042191,40.765507,101
"4684",-73.9563624,40.70252,18
"4685",-73.9969416,40.5957011,108
"4686",-73.9925244,40.7534726,119
"4687",-73.8900169,40.8568614,54
"4688",-73.8402525,40.8964601,3
"4689",-73.9583652,40.5942311,14
"4690",-73.9883005,40.7183659,64
"4691",-73.9964877,40.719057,157
"4692",-73.984435,40.7287766,118
"4693",-73.9339581,40.5996357,54
"4694",-73.9969416,40.5957011,108
"4695",-73.9470137,40.6723577,76
"4696",-74.0059728,40.7127753,1471
"4697",-73.9050863,40.8327501,1987
"4698",-74.1072426,40.6127543,292
"4699",-73.9847724,40.7692123,437
"4700",-73.9605343,40.8124199,2408
"4701",-73.9972961,40.6472949,69
"4702",-73.8091962,40.7724553,46
"4703",-73.9594312,40.7692518,74
"4704",-73.9424401,40.8280385,317
"4705",-73.9617361,40.7641964,916
"4706",-73.9835429,40.7260554,218
"4707",-74.008426,40.7095958,96
"4708",-73.9011331,40.8416035,116
"4709",-73.8963061,40.8335739,67
"4710",-73.7820311,40.728901,186
"4711",-73.9972939,40.6197208,57
"4712",-73.8996032,40.8178476,6
"4713",-73.8898367,40.6632877,20
"4714",-74.1414633,40.5464584,220
"4715",-73.8327651,40.7669039,22
"4716",-73.9656177,40.7744146,1143
"4717",-73.9600777,40.7733428,967
"4718",-73.9927978,40.742903,672
"4719",-73.9189152,40.6349533,280
"4720",-73.8352812,40.71585,4
"4721",-74.007206,40.637755,726
"4722",-73.9617361,40.7641964,916
"4723",-74.1075212,40.6129162,29
"4724",-73.9820395,40.7246642,66
"4725",-73.9847444,40.7641748,42
"4726",-73.9519962,40.6777915,91
"4727",-73.9485659,40.6414369,752
"4728",-73.8168074,40.7134862,96
"4729",-73.939393,40.8043256,543
"4730",-73.9600777,40.7733428,967
"4731",-73.9505126,40.8107726,48
"4732",-73.9620075,40.6705498,133
"4733",-73.9762862,40.6375583,18
"4734",-74.0850018,40.6127252,30
"4735",-74.0047876,40.7062885,138
"4736",87.8549755,22.9867569,668
"4737",-74.0129756,40.7077887,48
"4738",-73.985796,40.7221373,86
"4739",-73.9094056,40.6904603,12
"4740",-73.8644818,40.8410341,275
"4741",-73.9429508,40.7161877,53
"4742",-74.0085852,40.7199639,12
"4743",-73.9561746,40.6537842,166
"4744",-73.9656177,40.7744146,1143
"4745",-73.9660342,40.6396611,13
"4746",-73.7654367,40.7585569,17
"4747",-73.8676435,40.8563009,464
"4748",-74.0018531,40.7610185,88
"4749",-73.9594952,40.7630174,841
"4750",-73.9464253,40.6485711,46
"4751",-73.8078157,40.7330472,68
"4752",-73.9982515,40.7244618,112
"4753",-73.9576651,40.7303309,78
"4754",-73.9913147,40.7173907,186
"4755",-73.9136952,40.8171772,21
"4756",-73.943243,40.694558,76
"4757",-74.0068259,40.7078738,24
"4758",-73.9878811,40.6059991,194
"4759",-73.9485659,40.6414369,752
"4760",-73.9927978,40.742903,672
"4761",-73.98442,40.7248612,43
"4762",-74.0059728,40.7127753,1471
"4763",-73.8173535,40.5885234,279
"4764",-73.9855006,40.7412854,93
"4765",-73.9729224,40.785466,433
"4766",-74.0059728,40.7127753,1471
"4767",-73.8148124,40.7413696,118
"4768",-74.0085852,40.7199639,12
"4769",-73.8337794,40.8886496,3
"4770",-73.8946438,40.8656544,652
"4771",-73.9509272,40.7800581,49
"4772",-73.9666464,40.7607719,153
"4773",-73.9927978,40.742903,672
"4774",-73.9480682,40.7637336,8
"4775",-73.9870435,40.7421612,1162
"4776",-73.7903995,40.7401437,603
"4777",-73.9424401,40.8280385,317
"4778",-73.956822,40.8050482,74
"4779",-73.9984746,40.7453063,165
"4780",-73.9631313,40.6136033,802
"4781",-73.9631313,40.6136033,802
"4782",-74.0059728,40.7127753,1471
"4783",-73.8769958,40.6663151,9
"4784",-74.0047876,40.7062885,138
"4785",-73.9349482,40.6226377,4
"4786",-73.9485659,40.6414369,752
"4787",-73.9814524,40.7785468,150
"4788",-73.7957088,40.7185771,165
"4789",-73.8324837,40.7122443,6
"4790",-73.9816332,40.7422934,90
"4791",-73.9994485,40.7630261,130
"4792",-73.9625135,40.7631076,12
"4793",-73.9814524,40.7785468,150
"4794",-74.0116824,40.7149789,65
"4795",-74.0399213,40.6281303,120
"4796",-73.9605343,40.8124199,2408
"4797",-73.9857633,40.6096878,109
"4798",-73.978458,40.616704,48
"4799",-73.9991015,40.7431104,56
"4800",-73.9479145,40.6625308,24
"4801",-73.8595897,40.8386829,23
"4802",-73.7639261,40.7241362,455
"4803",-73.9835429,40.7260554,218
"4804",-74.0015419,40.7243804,59
"4805",-74.0018946,40.7194006,71
"4806",-73.9464253,40.6485711,46
"4807",-73.9617361,40.7641964,916
"4808",-73.9234276,40.8068246,203
"4809",-73.9551094,40.6192476,161
"4810",-73.8876427,40.7664056,100
"4811",-73.9334456,40.8523077,16
"4812",-73.8042191,40.765507,101
"4813",-73.9297471,40.6463192,339
"4814",-74.014396,40.7036178,64
"4815",-73.9050863,40.8327501,1987
"4816",-73.8082459,40.6964027,3
"4817",-73.9512553,40.7302007,118
"4818",-74.0059728,40.7127753,1471
"4819",-73.8527601,40.8257809,15
"4820",-73.9913147,40.7173907,186
"4821",-73.9901951,40.7140636,102
"4822",-74.007206,40.637755,726
"4823",-73.8913982,40.7123481,165
"4824",-73.9033274,40.6418832,571
"4825",-73.8758792,40.6735145,14
"4826",-73.8718524,40.6843409,4
"4827",-73.8961789,40.6579899,1009
"4828",-73.9900696,40.7517748,840
"4829",-73.8071227,40.7304195,87
"4830",-73.9050863,40.8327501,1987
"4831",-73.8890281,40.7654021,156
"4832",-73.939393,40.8043256,543
"4833",-73.939393,40.8043256,543
"4834",-74.0059728,40.7127753,1471
"4835",-73.9900696,40.7517748,840
"4836",-73.9849768,40.697621,52
"4837",-73.7653155,40.6796857,18
"4838",-73.8886552,40.5660152,3
"4839",-73.9485659,40.6414369,752
"4840",-73.859039,40.7067924,406
"4841",-74.0078129,40.7317894,165
"4842",-73.8961789,40.6579899,1009
"4843",-73.9594952,40.7630174,841
"4844",87.8549755,22.9867569,668
"4845",-73.9063888,40.7404155,60
"4846",-73.7982618,40.6919414,8
"4847",-73.9219712,40.8104199,15
"4848",-73.8718155,40.87221,32
"4849",-73.9055843,40.8356545,44
"4850",-73.9927978,40.742903,672
"4851",-73.8528173,40.7312223,32
"4852",-73.9925793,40.7501172,73
"4853",-73.9543839,40.7772689,80
"4854",-73.9856708,40.7229637,81
"4855",-74.1384376,40.6118459,112
"4856",-73.9631313,40.6136033,802
"4857",-73.9577386,40.7710852,69
"4858",-73.9297471,40.6463192,339
"4859",-73.9415721,40.65996,45
"4860",-73.9393854,40.7047953,19
"4861",-73.9433105,40.7454491,19
"4862",-73.8196655,40.7762431,22
"4863",-73.9528738,40.649649,3
"4864",-73.9551094,40.6192476,161
"4865",-73.983984,40.6943842,26
"4866",-73.9148865,40.8014949,7
"4867",-73.8017771,40.7034678,5
"4868",-73.9784858,40.7458826,72
"4869",-74.0062534,40.7070767,172
"4870",-74.0059728,40.7127753,1471
"4871",-73.7415055,40.727177,26
"4872",-73.9839402,40.7310315,196
"4873",-73.859039,40.7067924,406
"4874",-73.970781,40.7558356,69
"4875",-73.9882141,40.7607273,280
"4876",-74.0059728,40.7127753,1471
"4877",-73.9499397,40.6450701,18
"4878",-73.9798032,40.7455581,53
"4879",-73.959467,40.5945792,19
"4880",-73.9032617,40.8487811,18
"4881",-73.9901951,40.7140636,102
"4882",-73.8540762,40.8734473,188
"4883",-73.8688751,40.7614838,5
"4884",-73.9426335,40.7257971,11
"4885",-74.0010404,40.7074517,42
"4886",-73.9846895,40.7666208,119
"4887",-73.9266358,40.8645387,75
"4888",-73.9033274,40.6418832,571
"4889",-73.9419244,40.8517623,203
"4890",-73.9772115,40.7540446,65
"4891",-74.0087511,40.5801831,13
"4892",-73.9679811,40.6366606,50
"4893",-73.9360329,40.8394861,32
"4894",-73.9318236,40.7554056,64
"4895",-73.8246832,40.772356,62
"4896",-73.8458992,40.7205676,213
"4897",-73.9007852,40.7597184,184
"4898",-73.9519373,40.8170659,18
"4899",-73.9849817,40.7379216,103
"4900",-73.9330461,40.6278498,73
"4901",-73.9655044,40.7619245,73
"4902",-73.9860231,40.7638961,86
"4903",-73.7979752,40.7022182,40
"4904",-73.9968779,40.640646,104
"4905",-73.8526348,40.6940757,6
"4906",-73.945814,40.757799,49
"4907",-73.9605343,40.8124199,2408
"4908",-73.8013693,40.6743114,177
"4909",-74.0399555,40.6280321,120
"4910",-73.9189152,40.6349533,280
"4911",-73.7639261,40.7241362,455
"4912",-73.8519496,40.865412,106
"4913",-73.8877819,40.8374083,345
"4914",-73.8880849,40.852739,38
"4915",-73.8761527,40.8121517,6
"4916",-73.8013693,40.6743114,177
"4917",-73.9047654,40.6761271,1203
"4918",-73.9900696,40.7517748,840
"4919",-74.0065884,40.7157696,38
"4920",-73.9034682,40.7674971,114
"4921",-73.9605343,40.8124199,2408
"4922",-73.9047654,40.6761271,1203
"4923",-73.8707572,40.6746151,76
"4924",-73.737165,40.708857,523
"4925",-73.9496202,40.6974587,57
"4926",-73.992079,40.754091,208
"4927",-73.962014,40.767812,56
"4928",-73.846717,40.9075378,2
"4929",-74.0059728,40.7127753,1471
"4930",-73.9828307,40.6742649,18
"4931",-73.9374139,40.7345896,61
"4932",-73.9870006,40.7191329,25
"4933",-73.9050863,40.8327501,1987
"4934",-73.8048112,40.7343623,143
"4935",-73.9982515,40.7244618,112
"4936",-73.8771406,40.823965,110
"4937",-73.9847724,40.7692123,437
"4938",-73.9562105,40.8134463,667
"4939",-73.8151411,40.7007133,64
"4940",-73.9849442,40.7235079,79
"4941",-73.8181218,40.761461,230
"4942",-73.8279133,40.876536,3
"4943",-73.8961789,40.6579899,1009
"4944",-73.9906703,40.6679204,117
"4945",-73.9798032,40.7455581,53
"4946",-73.7903995,40.7401437,603
"4947",-73.9798979,40.7796002,139
"4948",-73.958315,40.7172845,20
"4949",-73.9055843,40.8356545,44
"4950",-73.9080316,40.8369709,27
"4951",-73.8540643,40.8583321,11
"4952",-73.9654503,40.6466537,26
"4953",-73.7903995,40.7401437,603
"4954",-73.8895076,40.8656253,41
"4955",-73.9898099,40.718962,131
"4956",-73.9683862,40.612878,797
"4957",-73.9605343,40.8124199,2408
"4958",-73.8920551,40.83571,35
"4959",-73.9448749,40.7941884,30
"4960",-74.0059728,40.7127753,1471
"4961",-73.9713415,40.6712588,90
"4962",-73.8186887,40.7593947,76
"4963",-73.9463767,40.6919654,148
"4964",-73.8248258,40.7294293,57
"4965",-73.9738158,40.656361,8
"4966",-73.8148124,40.7413696,118
"4967",-73.9605413,40.768012,94
"4968",-73.8622805,40.7499212,417
"4969",-73.9692537,40.7576439,72
"4970",-74.0115772,40.7236285,64
"4971",-73.8923453,40.7758331,10
"4972",-73.9631313,40.6136033,802
"4973",-74.0077185,40.7428202,216
"4974",-73.9567636,40.7181622,16
"4975",-73.8876427,40.7664056,100
"4976",-73.8963061,40.8335739,67
"4977",-73.8961789,40.6579899,1009
"4978",-73.9613189,40.7667038,41
"4979",-73.9075921,40.8628267,59
"4980",-73.9060502,40.8567663,58
"4981",-73.9050863,40.8327501,1987
"4982",-73.8893335,40.7689979,109
"4983",-73.8190491,40.6896536,12
"4984",-75.0966003,42.4556326,5
"4985",-74.1063007,40.5850682,96
"4986",-73.946532,40.8190146,36
"4987",-73.9969416,40.5957011,108
"4988",-73.7704173,40.6581804,146
"4989",-73.9047654,40.6761271,1203
"4990",-73.9075987,40.884438,142
"4991",-73.9361208,40.8503007,65
"4992",-73.8771406,40.823965,110
"4993",-73.9900696,40.7517748,840
"4994",-74.1384376,40.6118459,112
"4995",-73.9751206,40.7501925,132
"4996",-73.9839402,40.7310315,196
"4997",-73.9443064,40.7580211,62
"4998",-73.8389502,40.881653,221
"4999",-73.9562105,40.8134463,667
"5000",-74.0077185,40.7428202,216
"5001",-73.7653155,40.6796857,18
"5002",-73.9994485,40.7630261,130
"5003",-73.9827589,40.7323299,103
"5004",-73.9682115,40.6901285,56
"5005",-73.9860293,40.7226415,212
"5006",-73.8561211,40.82011,12
"5007",-73.9950697,40.7261378,117
"5008",-73.8200213,40.7552787,19
"5009",-73.7903995,40.7401437,603
"5010",-73.9388476,40.8016305,14
"5011",-73.968455,40.6424939,20
"5012",-73.8961789,40.6579899,1009
"5013",-73.9436522,40.6173645,73
"5014",-73.994463,40.692435,13
"5015",-74.0085073,40.7036863,23
"5016",-73.8634725,40.7279479,11
"5017",-73.9870435,40.7421612,1162
"5018",-73.7935266,40.6920557,16
"5019",-73.859039,40.7067924,406
"5020",-73.9272431,40.8596026,212
"5021",-73.9507362,40.6115018,31
"5022",-73.8834143,40.873974,46
"5023",-73.8801751,40.8798159,28
"5024",-73.9631313,40.6136033,802
"5025",-73.9870435,40.7421612,1162
"5026",-74.0012827,40.6360156,34
"5027",-74.1477869,40.631338,64
"5028",-73.8529302,40.7319597,23
"5029",-73.9996537,40.7425823,52
"5030",-74.1727673,40.6234058,179
"5031",-73.9451946,40.8134373,90
"5032",-73.9765611,40.7483573,88
"5033",-73.8513774,40.8882314,12
"5034",-73.9874564,40.7620366,118
"5035",-73.9562105,40.8134463,667
"5036",-73.980373,40.7789766,30
"5037",-73.9857633,40.6096878,109
"5038",-73.8977937,40.8129719,4
"5039",-73.9169189,40.8575212,18
"5040",-73.9509835,40.7276685,19
"5041",-73.99492,40.621994,112
"5042",-74.0059728,40.7127753,1471
"5043",-73.7464973,40.7128329,4
"5044",-73.9874564,40.7620366,118
"5045",-73.9510024,40.7825512,103
"5046",-73.9605343,40.8124199,2408
"5047",-73.991633,40.754707,261
"5048",-73.9466422,40.8182444,32
"5049",-73.8801257,40.7501911,458
"5050",-73.9047654,40.6761271,1203
"5051",-73.9141048,40.8123198,24
"5052",-73.9631313,40.6136033,802
"5053",-73.9617361,40.7641964,916
"5054",-73.8794607,40.7543519,76
"5055",-73.8540762,40.8734473,188
"5056",-73.9865378,40.737059,113
"5057",-73.9953521,40.7521252,256
"5058",-73.8065075,40.7696412,30
"5059",-73.978452,40.7814934,36
"5060",-73.8783782,40.7588533,79
"5061",-73.9594952,40.7630174,841
"5062",-73.9895114,40.7604618,200
"5063",-73.8335179,40.6838023,233
"5064",-73.9485659,40.6414369,752
"5065",-73.9897296,40.7134219,106
"5066",-73.929612,40.685636,62
"5067",-73.8697898,40.830898,263
"5068",-73.859039,40.7067924,406
"5069",-73.9605343,40.8124199,2408
"5070",-73.8048112,40.7343623,143
"5071",-73.737165,40.708857,523
"5072",-73.9893629,40.7595716,184
"5073",-73.9047654,40.6761271,1203
"5074",-73.9289144,40.6971337,48
"5075",-73.9870435,40.7421612,1162
"5076",-73.9033274,40.6418832,571
"5077",-73.908299,40.699882,314
"5078",-73.9656177,40.7744146,1143
"5079",-73.873036,40.7340415,933
"5080",-73.9901717,40.6191321,192
"5081",-73.8801257,40.7501911,458
"5082",-73.9746977,40.786653,35
"5083",-73.9360329,40.8394861,32
"5084",-73.9162074,40.8195386,4
"5085",-73.8616289,40.8768652,36
"5086",-73.9816332,40.7422934,90
"5087",-73.9034857,40.886714,22
"5088",-73.8644818,40.8410341,275
"5089",-73.8018408,40.7692708,49
"5090",-73.9580258,40.6459145,506
"5091",-73.9398044,40.5839224,78
"5092",-73.9875061,40.7114587,29
"5093",-73.9605343,40.8124199,2408
"5094",-73.9580258,40.6459145,506
"5095",-73.7639261,40.7241362,455
"5096",-74.0068433,40.7302355,26
"5097",-73.9973697,40.6913253,78
"5098",-73.7616373,40.7414102,51
"5099",-73.8676435,40.8563009,464
"5100",-73.8961789,40.6579899,1009
"5101",-73.9876718,40.7285977,76
"5102",-73.9429508,40.7161877,53
"5103",-73.8928913,40.877126,49
"5104",-73.9605343,40.8124199,2408
"5105",-73.9953521,40.7521252,256
"5106",-73.9927978,40.742903,672
"5107",-74.0330274,40.6169443,31
"5108",-73.85374,40.9009493,2
"5109",-73.9437651,40.8253061,30
"5110",-74.0059728,40.7127753,1471
"5111",-73.805096,40.7304576,56
"5112",-73.9822804,40.7384592,147
"5113",-73.9409981,40.6918107,28
"5114",-73.9807682,40.7256804,112
"5115",-73.9101145,40.7423699,145
"5116",-73.9050863,40.8327501,1987
"5117",-74.0047876,40.7062885,138
"5118",-73.939393,40.8043256,543
"5119",-73.9900696,40.7517748,840
"5120",-73.9798979,40.7796002,139
"5121",-73.864537,40.676449,21
"5122",-73.9617361,40.7641964,916
"5123",-73.9683862,40.612878,797
"5124",-73.9839402,40.7310315,196
"5125",-74.1477869,40.631338,64
"5126",-73.9555049,40.661274,14
"5127",-73.9972835,40.7194008,83
"5128",-73.8338989,40.7571997,65
"5129",-73.9357849,40.8053816,9
"5130",-73.8589645,40.5744994,2
"5131",-73.9050863,40.8327501,1987
"5132",-74.0070475,40.709882,363
"5133",-73.9770369,40.7493762,157
"5134",-73.769544,40.6837389,121
"5135",-73.8876714,40.8117501,8
"5136",87.8549755,22.9867569,668
"5137",-73.8617132,40.7288933,23
"5138",-74.0012827,40.6360156,34
"5139",-73.8246792,40.7396271,70
"5140",-73.8565333,40.674994,34
"5141",-73.9901951,40.7140636,102
"5142",-73.7454207,40.6019792,11
"5143",-74.1004197,40.5763985,240
"5144",-74.0018531,40.7610185,88
"5145",-74.1026407,40.6128507,95
"5146",-73.9870435,40.7421612,1162
"5147",-73.9475595,40.6715288,92
"5148",-74.072535,40.622464,40
"5149",-73.8961789,40.6579899,1009
"5150",-74.0032304,40.732899,41
"5151",-73.9297471,40.6463192,339
"5152",-73.8875183,40.8647526,272
"5153",-73.9594952,40.7630174,841
"5154",-73.7925594,40.708078,73
"5155",-73.9882141,40.7607273,280
"5156",-73.9978453,40.7255525,119
"5157",-73.9505126,40.8107726,48
"5158",-73.8720666,40.676033,17
"5159",-73.912694,40.707223,29
"5160",-73.9634803,40.6717905,498
"5161",-73.9572593,40.6083667,55
"5162",-74.0101429,40.7033283,118
"5163",-73.8697898,40.830898,263
"5164",-73.9500663,40.8169261,15
"5165",-74.0059728,40.7127753,1471
"5166",-73.9765611,40.7483573,88
"5167",-73.7639261,40.7241362,455
"5168",-73.9864758,40.6899225,162
"5169",-74.1208923,40.605803,3
"5170",-73.8682385,40.8162798,41
"5171",-73.9485659,40.6414369,752
"5172",-73.9115026,40.8603888,99
"5173",-73.737165,40.708857,523
"5174",-73.9970929,40.7222925,106
"5175",-73.8838344,40.7458043,57
"5176",-73.9551094,40.6192476,161
"5177",-74.0015419,40.7243804,59
"5178",-73.9870435,40.7421612,1162
"5179",-73.9531463,40.6569204,191
"5180",-73.8042191,40.765507,101
"5181",-73.8078157,40.7330472,68
"5182",-73.8583911,40.7380918,20
"5183",-73.9660342,40.6396611,13
"5184",-73.9414141,40.753464,2
"5185",-73.8961789,40.6579899,1009
"5186",-73.9342705,40.6515642,200
"5187",-73.9580258,40.6459145,506
"5188",-73.8676435,40.8563009,464
"5189",-73.9672198,40.7592474,78
"5190",-73.9946697,40.7527053,146
"5191",-73.9094685,40.8414275,133
"5192",-73.8657069,40.8778322,12
"5193",-73.9984155,40.6287783,63
"5194",-73.8644818,40.8410341,275
"5195",-73.8335179,40.6838023,233
"5196",-73.9870435,40.7421612,1162
"5197",-73.9594952,40.7630174,841
"5198",-73.9836548,40.7679663,195
"5199",-73.9050863,40.8327501,1987
"5200",-73.9047654,40.6761271,1203
"5201",-74.1319151,40.6360485,15
"5202",-73.9984746,40.7453063,165
"5203",-74.0070475,40.709882,363
"5204",-73.9050863,40.8327501,1987
"5205",-73.9422785,40.7016463,27
"5206",-73.9189152,40.6349533,280
"5207",-73.9830584,40.5914598,66
"5208",-74.0101429,40.7033283,118
"5209",-73.9033274,40.6418832,571
"5210",-73.9496202,40.6974587,57
"5211",-74.0079778,40.6509951,52
"5212",-73.9113453,40.8589612,11
"5213",-73.9870156,40.6978595,47
"5214",-73.9762862,40.6375583,18
"5215",-73.9844817,40.7202426,54
"5216",-73.7510185,40.709206,24
"5217",-73.9662634,40.7989683,22
"5218",-73.9374139,40.7345896,61
"5219",-73.9729224,40.785466,433
"5220",-73.9562105,40.8134463,667
"5221",-73.8540762,40.8734473,188
"5222",-74.0059728,40.7127753,1471
"5223",-74.0101429,40.7033283,118
"5224",-73.9424401,40.8280385,317
"5225",-73.9996537,40.7425823,52
"5226",-73.8961789,40.6579899,1009
"5227",-73.9865378,40.737059,113
"5228",-73.8338989,40.7571997,65
"5229",-73.9863372,40.7362057,123
"5230",-73.9297471,40.6463192,339
"5231",-73.9388476,40.8016305,14
"5232",-73.7730596,40.6670232,6
"5233",-73.9047654,40.6761271,1203
"5234",-73.9944222,40.7024166,4
"5235",-73.9485659,40.6414369,752
"5236",-73.9617361,40.7641964,916
"5237",-73.9419244,40.8517623,203
"5238",-73.793944,40.6656417,62
"5239",-73.9326062,40.5925329,190
"5240",-74.0070475,40.709882,363
"5241",-73.9874283,40.7358423,39
"5242",-73.879747,40.826967,12
"5243",-73.8562703,40.6957212,11
"5244",-74.0351657,40.6206435,38
"5245",-74.0060919,40.6093466,204
"5246",-73.8904498,40.6584573,377
"5247",-73.9594952,40.7630174,841
"5248",-73.9619153,40.7159317,45
"5249",-73.9899532,40.6977936,72
"5250",-73.887631,40.8582214,29
"5251",-73.8877819,40.8374083,345
"5252",-73.9790108,40.7873364,140
"5253",-73.9629331,40.758314,16
